well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
J150,3-4              ,3,R6N-R6S          ,A,J150A
J150,3-4              ,4,R6N-R6S          ,A,J150A
J154,3                ,3,R6N              , ,J154 
J154,3                ,3,R6N              ,A,J154A
J156,3-4              ,3,R6N-R6S          , ,J156 
J156,3-4              ,4,R6N-R6S          , ,J156 
J157,35               ,35,T05              , ,J157 
J158,3-4              ,4,R6N-R6S          , ,J158 
J158,3-4              ,3,R6N-R6S          , ,J158 
J158,3-4              ,3,R6N-R6S          , ,J158 
J158,3-4              ,4,R6N-R6S          , ,J158 
J159,38               ,38,UT06W            , ,J159 
J159,41               ,41,LT06             ,A,J159A
J160,38               ,38,UT06W            , ,J160 
D530,36               ,36,R6S              ,A,D530A
C226,61               ,61,BUA              , ,C226 
B524,24-27            ,24,TE08A-UF08       , ,B524 
B524,24-27            ,27,TE08A-UF08       , ,B524 
D713,4                ,4,R6S              , ,D713 
B751,10               ,10,R07N             , ,B751 
D634,45-46            ,45,UF90             ,A,D634A
D634,45-46            ,46,UF90             ,A,D634A
D407,7                ,7,R07S             ,B,D407B
D519,36               ,36,R6S              ,A,D519A
D603,4-5              ,4,R6S              ,B,D603B
D603,4-5              ,5,R6S              ,B,D603B
D422,24-43            ,24,TE08A-TE90S      ,A,D422A
D422,24-43            ,43,TE08A-TE90S      ,A,D422A
C250,30               ,30,37               , ,C250 
B815,10               ,10,R07N             ,A,B815A
D307,43-46            ,43,TE90S-UF90       ,A,D307A
D307,43-46            ,46,TE90S-UF90       ,A,D307A
D102,46               ,46,UF90             ,A,D102A
B601,4                ,4,R6S              ,A,B601A
D490,21               ,21,R90S             ,B,D490B
D120,43               ,43,TE90S            ,B,D120B
D404,43               ,43,TE90S            ,B,D404B
B564,31               ,31,UF98             , ,B564 
B307,12-13            ,12,R07S             ,B,B307B
B307,12-13            ,13,R07S             ,B,B307B
D706,46               ,46,UF90             , ,D706 
C623,43               ,43,TE90S            ,B,C623B
D747,24               ,24,TE08A            ,A,D747A
D538,5-36             ,5,R6S              , ,D538 
D538,5-36             ,36,R6S              , ,D538 
B635,4                ,4,R6S              ,B,B635B
D541,36               ,36,R6S              ,A,D541A
B609,5                ,5,R6S              ,A,B609A
D426,37               ,37,R07S             ,B,D426B
B526,24               ,24,TE08A            , ,B526 
B139,10-11            ,10,R07N             , ,B139 
B139,10-11            ,11,R07N             , ,B139 
J567,36               ,36,R6S              , ,J567 
B209,14-15-16         ,14,R08A-R08B        , ,B209 
B209,14-15-16         ,15,R08A-R08B        , ,B209 
B209,14-15-16         ,16,R08A-R08B        , ,B209 
D717,4-5              ,4,R6S              ,A,D717A
D717,4-5              ,5,R6S              ,A,D717A
D837,24               ,24,TE08A            ,A,D837A
A269,3                ,3,R6S              , ,A269 
D582,5                ,5,R6S              ,B,D582B
B816,11               ,11,R07N             , ,B816 
B414,12               ,12,R07S             ,A,B414A
B326,14               ,14,R08A             ,B,B326B
D418,24-27            ,24,TE08A-UF08       ,A,D418A
D418,24-27            ,27,TE08A-UF08       ,A,D418A
D205,16               ,16,R08B             ,A,D205A
B747,9                ,9,R07N             , ,B747 
D749,8                ,8,R07S             ,A,D749A
D426,37               ,37,R07S             ,B,D426B
B321,43-46            ,43,TE90S-UF90       ,A,B321A
B321,43-46            ,46,TE90S-UF90       ,A,B321A
B205,11               ,11,R07N             , ,B205 
J425,4-5              ,4,R6S              ,Z,J425Z
J425,4-5              ,5,R6S              ,Z,J425Z
D605,47               ,47,LT07             ,Z,D605Z
B725,39               ,39,UT06E            , ,B725 
A216,2-3              ,2,R6N-R6S          , ,A216 
A216,2-3              ,3,R6N-R6S          , ,A216 
D719,4                ,4,R6S              , ,D719 
D823,43-46            ,43,TE90S-UF90       ,A,D823A
D823,43-46            ,46,TE90S-UF90       ,A,D823A
D405,27               ,27,UF08             ,A,D405A
B719,4                ,4,R6S              , ,B719 
B339,14               ,14,R08A             ,C,B339C
B768,9-10             ,9,R07N             , ,B768 
B768,9-10             ,10,R07N             , ,B768 
B322,14-15            ,14,R08A             ,A,B322A
B322,14-15            ,15,R08A             ,A,B322A
B756,8-9              ,9,R07N-R07S        , ,B756 
B756,8-9              ,8,R07N-R07S        , ,B756 
D720,30               ,30,37               ,A,D720A
B110,9-10             ,9,R07N             ,B,B110B
B110,9-10             ,10,R07N             ,B,B110B
D594,5                ,5,R6S              ,A,D594A
B829,11-12            ,11,R07N-R07S        ,B,B829B
B829,11-12            ,12,R07N-R07S        ,B,B829B
D426,37               ,37,R07S             ,B,D426B
B764,9                ,9,R07N             ,A,B764A
D450,37               ,37,R07S             , ,D450 
D619,7-13             ,7,R07S             ,Z,D619Z
D619,7-13             ,13,R07S             ,Z,D619Z
B226,14               ,14,R08A             ,A,B226A
A359,3-4              ,3,R6S              ,Z,A359Z
C638,22               ,22,R90S             ,A,C638A
J346,4-5              ,4,R6S              ,Z,J346Z
J346,4-5              ,5,R6S              ,Z,J346Z
B639,39               ,39,UT06E            ,A,B639A
A359,3-4              ,4,R6S              ,Z,A359Z
B704,8                ,8,R07S             ,Z,B704Z
D720,30               ,30,37               ,A,D720A
B111,10               ,10,R07N             ,A,B111A
B554,31               ,31,UF98             , ,B554 
D712,27-31-47         ,47,LT07-UF08-UF98   ,A,D712A
D712,27-31-47         ,27,LT07-UF08-UF98   ,A,D712A
D712,27-31-47         ,31,LT07-UF08-UF98   ,A,D712A
B711,8-9              ,8,R07N-R07S        ,A,B711A
B711,8-9              ,9,R07N-R07S        ,A,B711A
B138,11               ,11,R07N             ,A,B138A
B101,11-12            ,11,R07N-R07S        ,B,B101B
B101,11-12            ,12,R07N-R07S        ,B,B101B
